text,sentiment,set
এদেশে মসজিদ মাদ্রাসা বাংগচুর করলে এই এমরান শয়তান কোন প্রতিবাদ করে না আর হিন্দুদের লেংটা মাটির পুতুলের জন্য দুংখ প্রকাশ করে ।সে কি মানুষ না পাগলা কুকুর,angry,test
কারো ধর্মে আঘাত দেওয়া ইসলাম নিষেদ করেছেন,fear,test
আমরা বিশ্বাস করতে শুরু করেছি এ দেশ আমাদের না।আমার দেশ আমরা দেশ বলে যতই গলা ফাটাই না কেন কোন না কোনও মহল এটাই বিশ্বাস করতে বাধ্য করছে।,disgust,test
হায়রে সালার নরপিচাস অসভ্যর বাচ্চারা তদের নিয়ে একটা কথা বললে অবরুধ করস সারা দেশ।আর এটা করলে অন্ধ সরকার দেখও না দেখার ভান করে।তরা কি চাস?,angry,test
"mr imran, আপনি একজন নাস্তিক আমরা যতটুকু জানি, ইদানিং হিন্দু ধর্ম গ্রহন করেছেন নাকি",disgust,test
"বাংলাদেশ থেকে হিন্দুরা চলে যাবে, ১০০% মুসলিমদের রাষ্ট হবে। সারাবিশ্বে ১০০% মুসলিমের রাষ্ট গুলির যে আবস্থা বাংলাদেশেরও একই অবস্থা হবে।",surprise,test
প্রতিমা গুলো বির্সজন দিয়েছে মন্দির পরিচালনা কমিটি,angry,test
দালাল ত্রর শেষ নাই দেশে,angry,test
"যারা মন্দির বা মুক্তি ভাংতে পারে, তাদের কোন ধর্ম আছে বলে মনে করেন কি?",sad,test
শিবির মারলে প্রতিক্রিয়া কোথায় যায় !!!!!,angry,test
"ইমরান ভাই জন্ম ই আমাদের পাপ হয়ে গেল বাংলাদেশে হিন্দু হয়ে জন্ম নিয়ে। এদেশ আমাদের নূন্যতম সম্মানটুকু দিলো না। আমরা এক ভয়াবহ পরাধীন দেশে বসবাস করছি! আমরা মুক্তি চাই, আমরা মানুষ হয়ে বাঁচতে চাই।",disgust,test
আমরা হিন্দুরা বাক রুদ্র,sad,test
আরে ভাই এরা মানুষ না ্ এদে পরিচয়টা কি জানেন এরাই তো আমাদের দেশের দুছিতো,sad,test
"আজ ভারতে মসজিদ ভাঙ্গার ব্যাপারে তোর মুখে কিছু আসেনি,কিন্তু তোর গরু মাদের ব্যাপারে বকবক করছোছ""""""!!!",angry,test
শুয়ারের বাচ্ছা imran,angry,test
পারলে মানুসের ভালবাসা অজ'ণ কর ঘৃনা নয়।,sad,test
"যারা মুয়াজ্জিন হত্যা করেছে এরা মানব নামের বর্বর, নরপিশাচ ও ধর্মের শত্রু।",sad,test
তোর এতো মাথা বেথ্যা কেরে এগুলির জন্য শালা জানয়ার,angry,test
এক দিন হলেও বিচার হবে শুধু অপেক্ষা মাত্র।,fear,test
এটা কাপুরুষের পরিচয়।।,sad,test
মাদারচৌূদ তুর ঘোয়াদিয়া এইগোলো ডুকানুর জন্য কাটাহইছে।শালা নাছতিকের জন্ম।,angry,test
জুতার বারি খাওয়ার জন্য তৈরি থাকিস এমরান।,angry,test
এখন কান্নাকাটি করেন গড়াগড়ি দিয়ে । চেতনায় আঘাত লাগল আহারে!!! যখন হেফাজত রক্তাক্ত হয়ে শাহবাগ ত্যাগ করে ৫ মে সেদিন এই হিউম্যানিটি কই ছিল?,angry,test
প্রতিমারা নিজেদের কন্দলে নিজেদের মাথা নিজেরাই কেটেছে এটাতে কারো হাত নাই,sad,test
তুই শালা নাস্তি এগুলো নিয়ে তাক,angry,test
হিন্দুরা কি মানুষ নাকি??? তাদেরটা কি ধর্ম নাকি???? নুনুভূতি এখন ঘুমাচ্ছে....আমি জানিনা আল্লাহ তাআলা পবিত্র কুরআনে কখনো অন্য ধর্মের উপর আঘাতের কথা বলেছেন কিনা!!!!!,angry,test
"যারাই কাজটি করেছে, তারা কোনভাবেই ধার্মিক নয়। সমাজ তথা দেশের শত্রু।",sad,test
"হিন্দু হয়ে ইসলামের সাতে পতারনা করতেছে, ইমরান।",sad,test
অসহায় যদি বাংলাদেশে থাকে তাহলে হিন্দু,angry,test
সংখ্যালঘুদের অনুভূতি থাকতে আছে?? হাসালেন দাদা..... :),disgust,test
এটা শান্তি‌র ধর্ম‌ের দাবী কারীদে‌র নমুনা!,disgust,test
এটা মন্ত্রী দিদিমণির নামাজ পড়ার ফল।,angry,test
আপনি একটা মালই। তনু তনু লইয়া পইরা আছ। মুয়াজ্জিন মারার ঘটনাতে তো কোন মিটিং মিছিল করলেন না। এখন মন্দির ভাংছে তার জন্য আপনের লাগে তাই না? সবাই বলে আপনি নাকি ইন্ডিয়ার গুটি। এতদিন শুনেছি। আজকে বিশ্বাস না করে পারলাম না।,angry,test
ইসলামকে যারা গালি দে তাদের বিরুদ্ধে তো কখনও বলতে দেখিনি।তখন তো তা মুক্ত চিন্তা হয়।,disgust,test
এটা অবশ্যই গর্হিত কাজ।,sad,test
"হ্যাঁ, এরকমই তো হয়। কিন্তু যার নামে এসব কুকর্ম ওরা করছে খুব তাড়াতাড়ি তাঁরই কাছ থেকে এদের জন্য কালরাত্রি আসছে।",sad,test
মুরতি ভগবান তারা নিজেকে নেজে বাচায়তে পরলোনা,sad,test
বোবা পুতুল গুলাইতো ভাংছে। তাতে কি এমন হইছে?বিচারের নামে পপুলারিটি হওয়া বন্ধো করেন।কোন বিচার চাই না।এসবের বিচার চাওয়া আর নিজের গুয়া কাচি দিয়ে ফারা সমান কথা এদেশে।সবাইকে খুব ভালোভাবে চেনা হয়ে গেছে।,angry,test
যার যেই ধর্ম তাকে তা নিয়ে থাকতে দিলে কার কি সমস্যা বুঝি না । কে এসব করে.... মানুষের কি দিন দিন বিবেকবোধ হাড়িয়ে যাচ্ছে এইসব ঠিক না যার যার দোরম তার তার কাছে বড়,sad,test
দেশে কোনো শান্তি নাই।,sad,test
"সনাতন ধর্মে আঘাত লাগলে আপনার কলিজা ফেটে যায়,আর ইসলাম ধর্মে আঘাত লাগলে আপনার তেমন কোন রেসপন্স পাওয়া যায় না।।।।নিজেকে মুসলিম পরিচয় দেন।।ছিঃ ছিঃ",disgust,test
ইসলাম ধর্ম এইসব সমর্থন করেনা। যারা এই জঘন্য কাজ করেছে তাদের শাস্তি দাবি করছি ।আর সরকার যদি প্রকৃত দোষীদের ধরতে না পারে তবে মনে করবো সরকার দলীয় লোকজন এটাকরেছেন।আর আপনারা যদি প্রকৃত অপরাধীর বিচার দাবি না করে শুধু শুধু সব মুসলমানদের দায়ি করেন তবে মনে করবো আপনারা নাটক করছেন,sad,test
দুঃখজনক হলেও সত্য যে মুয়াজ্জিন হত্যার পর আপনি এরকম স্ট্যাটাস দেন নাই। অবস্যই প্রতিমা ভাংচুরকারিদে দৃষ্টান্তমুলক শাস্তি চাই।। :),sad,test
আসলেই কি ধর্ম পালন বলতে বিধর্মীদের প্রতিমা ভাঙাকে বোঝায়। বীর বাঙালি এটাকে ধর্ম বলে না ছিঃ আমরা এতোটাই বর্বর।,sad,test
অপরাধী যেই হোকনা কেন এর শাস্তি দাবি করছি।।।ইমরান ভাই মনে রাখবেন কেউ সমালোচার উর্ব্ধে না so carry on vaiya...,sad,test
মানুষের ধর্ম মানবতা সেটাই আজ নেই মানুষের মাঝে,sad,test
দাদা অনুভূতি দেখালে তো অত্যাচার করবে আরো বেশী।,sad,test
"আমার পরিচয় আমি মানুষ। হিন্দু, মুসলিম বেশ পরের কথা।",disgust,test
তীব্র নিন্দা জানাচ্ছি,sad,test
বাংলাদেশ পুলিশে পরিচয় গোপন করে কারা চাকরী করছে দেখুন https://www.youtube.com/watch?v=PXevZvQVxIo,sad,test
ছিঃ এমন অমানুষিক কাজের জন্যে.,sad,test
"এদেশে থাকা দিন দিন মশকিল হয়ে পরতেছে,,,,,কেও আমাদের দুঃখ বুঝে না...",disgust,test
"এদের সয়তানি দেখলে,সয়তান ও লজজা পাবে।",disgust,test
~>খুবই দু্ঃখজনক ! দোষীদের দ্রুত গ্রেফতার ও শাস্তি চাই !,sad,test
আমরা মানুষ কি হয়েছি? না মানুষ নামের কলঙ্ক।,sad,test
"বিধর্মীদের কোনো অনুভুতি থাকতে নেই, যা আছে তা হল চোখের জল।",fear,test
বিচার চাই,sad,test
আপনি কোন ধর্ম পালন করেন।,surprise,test
"fir,,,,kos,,,p, ,,, বরিশাল",disgust,test
ভাই মুয়াজ্জিন মরলে ত আপনি কোন প্রতিবাদ করেন নি??? প্রতিমা দেখে এত মায়া লাগছে কেন??,disgust,test
যার যার ধর্ম পালন করতে পারবে তার সাধীনতা আছে। যারা ভিন্য ধর্মের উপর আঘাত করেছে তারা খারাপ কাজ করেছে। কিন্তু আপনারা যারা মুসলমান হয়ে ইসলামের উপর আঘাত করেন তখন কি করা উচিত ? Mokarram Bin Mohammad Soohail Rana Soohail,fear,test
যেই করুক নিন্দা জানাই।,sad,test
এইসব মানুষের বিবেক পশুর সমান।,sad,test
এইটার জন্য তুই দাই,angry,test
সবার বিশ্বাস তো আর আপনার মতো নয়।,disgust,test
যতসব ফালতু ভাবনা,angry,test
মাথা গেল কই??,angry,test
এটা তারা নিজেরাই(হিন্দু) করে অন্যকে ফাঁসানোর পরিকল্পনা করা।,sad,test
আমরা শান্তি প্রিয় একটি দেশ চাই। যেখানে ধর্মের প্রতি থাকবে না কোন ঈর্ষা।,disgust,test
জানুয়ার দের বিচার টিক হবে দেখছে না সারা বিশ্বে তাদেরর অবস্থা কি,angry,test
তুই কখন মুয়াজ্জেন হত্যার বিচার চাইলি,angry,test
কিছুই করার নেই দাদা। জোর যার মুল্লুক তার :3,disgust,test
নিশানা দেয়ার জন্য ইমরান সাহেব আপনি একাই যথেষ্ট।,disgust,test
"নামে মুসলমান হলেই কি সে মুসলমান?? যারা এসব কাজ করেছে,সত্যিই মুসলিম না। ছি ছি",sad,test
এটা কি সরকারের চোখে পড়ে না । এখানে সরকারের অনুভূতি তে আঘাত পরে না?,surprise,test
মোয়াজ্জিন হত্যার প্রতিবাদে তোর কোন ভুমিকা দেখা গেল না। দালাল কারে কয়...,angry,test
তোর আবার ধর্ম?? তুইতো কোনো ধর্মেই বিশ্বাস করিসনা। শালা চেতনা ব্যবসায়ী।,angry,test
এই দেশে সংখ্যালঘুদের অনভুতি থাকতে নেই,sad,test
কিতাও তনুর বিচার কই,surprise,test
দালাল,angry,test
এই বাংলাদেশে আমরা সংখ্যালঘু বলে আমরা শুধু কি অত্যাচারিত হবো.....?,sad,test
এটা ফেরেসতার কাজ,disgust,test
"ইমরানের দুই গালে,জুতা মার তালে তালে।",angry,test
এটি নিত্যকার।,fear,test
তুই তো একটা নাসতিক,angry,test
গনেশ তুই তো মনে হয় বড় বুদ্ধিজীবী হয়ে গেছিস।সব জায়গাতেই তোর মন্তব্য দেখি।,surprise,test
"ইমরান ভাই আমরা হিনদু বলে কি মানুষ না,,ভাই এটার বিচার চাই",fear,test
"তনু হত্যার বিচার চাই,, হিন্দু মরলে খবর নাই........",sad,test
তিব্র নিন্দা জানাই ওসব লোকদের।,sad,test
শালা তাতে তোর কি,angry,test
যারা এ সব করে তারা তো কাপুরুষ। তাই ভাবি এদের বাবা কে ?,sad,test
কারো ধমীর্য় অনুভূতিতে আঘাত করা ঠিক না এটা অন্যায় ও পাপ,sad,test
"Manos Mondal,তুমি ওর বাল ফালাবা",angry,test
তোর পুটকি মারা দরকার,angry,test
নিন্দাজনক কাজ,sad,test
এরা অমানুষের দলে।,sad,test
"যারা মানুষকে শ্রদ্ধা করে না,তারা কোন ধমকেও শ্রদ্ধা করতে পারে না।",disgust,test
এখানে একি শুরু হল!,surprise,test
কুত্তার বাচ্চারা অমানুষ,angry,test
এটা ভাল্লুক এর কাজ,surprise,test
আমার অপরাধ আমি হিন্দু ৷,angry,test
এক নাস্তিক মূর্তি র জন্য কাদছে কেন??,sad,test
একজন মুসলিম কখনো অন্য ধর্ম পালনে ব্যাঘাত করে না।,disgust,test
তনু এর কথা কি মনে আছে :P :P :P,sad,test
ধর্মানুভূতি কেবল ইসলাম ধর্মের অনুসারীদের ক্ষেত্রে প্রযোজ্য়,sad,test
"এটা মানসিকতার পরিবর্তন করতে হবে আর কিছুই না , বিশেষত",sad,test
ইমরাইন্নেয়ারে তুই কি ভালো হবে না.,angry,test
এটা করা বোকার কাজ।,sad,test
যার ধর্ম সে পালন করুক,angry,test
কি আর বলবে আমরা অনেক ভাল আছি ।সরকার তার কাজ করবে ।জনগণ ভাল আছে কি,sad,test
যারা অন্য ধর্ম কে কোন ধর্ম মনে করে না তাদের জম্মের ঠিক নাই।,angry,test
যে এই কাজ করেছে সে একটা শুয়রের বাচ্চা।,angry,test
বালো,angry,test
সারা দেশতো মূরতিতে ভরে গেছে ।,sad,test
আর যারা এইসব কাজ করে তারা মানুষ না কি জানোয়ার সেই উপরওয়ালাই জানে।।,angry,test
আয় তুই পলাশবাড়িতে তোকে চাপাতি দিয়া শিক্ষা দিমু।সালা নাস্তিকের প্রধান,angry,test
ভাই আপনে ভুল বললেন কোন মুয়াজ্জিন খুন হলে আপনের প্রতিবাদ করা কখনো দেখিনি,disgust,test
"দূ:খজনক, অপরাধীর বিচার চাই",sad,test
"শালা,,তুর মাকে গিয়ে বল",angry,test
কিছু বলার নাই ভাইয়া,sad,test
নিরপেক্ষ ও সুস্থ তদন্তের মাধ্যমে এগুলার কঠোর বিচার হওয়া উচিৎ,sad,test
নাটক।,disgust,test
এদেশ আমাদের না :),sad,test
প্রতিমা ভাংচুরের ঘটনায় পলাশবাড়ী থানার জিডি কপি,fear,test
এবার RSS বলবে মুসলমানদের মারো,angry,test
"মুখে সবাই বলে,,, তবে মন থেকে কেউ চায় না,,, এটাই বাস্তব,,,",sad,test
ভুল ভুল ভুল ভুল,sad,test
ভাই ঐ চাপাতী ও চেলেকে অাইনের অাউতা অানাহো,angry,test
ওরা মালাওন ওদের আবার ধর্মীয় অনুভূতি তাও নাকি ডিজিটাল বাংলাদেশে !!!,angry,test
"আরে গাধা,মুসলমান করেছি কি না, তা আগে জেনে নেয়।তারপর কথা বলবি।",sad,test
"আমি কিছু কমু না, কইলে যদি,,,,,",fear,test
বিচার চাই,angry,test
যে ভগমান নিজেই বাচতে পারে না সে আবার মানুযকে রজা করবে কি করে এই কাজ টা তুমি করেছ আমি নিচিত সিয়োর,sad,test
যারা যারজ তারা এই ধরনের কাজ করে। প্রশাসনকে বলতে চাই এই ধরনের ঘটর্না দ্রুত ব্যবস্তা গ্রহন করুন।,sad,test
এরা প্রকৃতপক্ষে মানুষ না। এরা হল ৭১-এর সেই জানোয়ারের বাচ্চারা।,angry,test
নিশ্চয় শিরক হচ্ছে বড় জুলুম!,sad,test
তীব্র প্রতিবাদ ও নিন্দা জানাই,sad,test
এটা কিছু স্টুপিডের কাজ!! এই সব স্টুপিডের জন্যই মানুষ ইসলামকে দোষাড়োপ করছে!!,sad,test
ইমরান হলো নাছতিক,angry,test
এই দেশ এমন হলো কেন তার কি কোন উওর আছে?,fear,test
তুই মুয়াজ্জিন হত্যায় আহত লুল শালা গাঞ্জুট্টি,angry,test
মর তুই,angry,test
"আমরা সভ্য হইতেছি,,,,,। (y) জয় বাংলা নিজেরে সামলা,,,,",disgust,test
জমাতির কাজ,angry,test
সালারা জদি এতা বেগে ফেলা হত তার চেন্ন থাক্ত ওকে,angry,test
যারা এই কাজ গুলো করে তাদের জন্মের ঠিক নাই।শালা রা মানুষে বাচ্ছা না কুকুরের বাচ্ছা,angry,test
আপনারা তো পুরাই ধান্ধাবাজ,angry,test
সনাতন ধর্মের মানুষদের এদেশে বাঁচার ...............................,angry,test
মাগির পুলারা কারা????????,angry,test
দাদা আপনার না‌মের সা‌থে ইসলাম। এই শব্দ‌টি অর্থ শা‌ন্তি সর্বাবস্থায়। আপ‌নি য‌দি এটা ম‌নে না রা‌খেন আপনার না‌মের মহত্ত্বটার ঘাট‌তি হ‌বে।,sad,test
আমি বুঝি না আপনার এতো হিন্দুদের প্রতি এতো টান কেনো ইমরান,surprise,test
জয় বাংলা ঠেলা সামলা 😁,angry,test
কেও ভুল কোরেও একটি বারো লেখেনি ওই সইতানের ফাসি চাই। জানি কেও বলবেনা কারন লজ্জ লাগছে,sad,test
এটা অন্যায় হইছে।,sad,test
কাজটা ভাল করেনাই,sad,test
"শালা আকাডা,,, তোর সোনা কিন্তু কাইট্টা দিমু",angry,test
কেন নিজের জীবন রাক্ষ করতে পারে না বগবান।,disgust,test
ওরা জারজ,angry,test
নাস্তিক হালার পুত,angry,test
তুই কখনো মানুস হইতে পারবিনা স্টুপিড,angry,test
এরকম অনেক ঘটনা আছে যা চাপা পড়ে থাকে কারন আমরা হিনদু,sad,test
ধিক্কার জানাই তাদের যারা অন্যদের সম্মান করতে পারে না,sad,test
এ কাজটা যারা করেছে তারা মানুষ নয়।,sad,test
যখন সরষেতে থাকে ভুত >>>><<<<< তখন বক্তা থাকে একদম চুপ,fear,test
মানুষ যখন পশু,surprise,test
হে তে হিন্দুর ?,angry,test
কি বলবো??????,sad,test
আমি লজ্জিত :(,sad,test
অাওয়া‌মিলী‌গের রাজনী‌তির অপ‌কৌশল,fear,test
সালা এরা তোর বাবারা ছিলো,angry,test
বিচার চাই।।।।। কে করবে এই বিচার?????????,sad,test
শালা মুসলিমের বাচ্চা নয় কাফেরের বাচ্চা ইমরান সরকার নামের কাফেরটা,angry,test
"মানাবতাবাতী সুলতানা আপা কই,?",disgust,test
"অগ্রহন যোগ্য অপরাধ, দুষ্ট লোক ধমন করা দরকার।",sad,test
না রে মাগীর পোলা,angry,test
"চেপে যান,এমনিতেই নাচুনে বুড়ি তাতে আবার ঢোলের বাড়ি।",sad,test
Tit for Tate....তোর পাছা কেন বেশি পুড়ে????,sad,test
তুই আসলে কি মানুষ নাকি জানোয়ার।তর এত মায়া পাগলামি ভাল না। ফাজিল,angry,test
শালারে পিটা দইরা। গানজুটি,angry,test
এদের বিচার হওয়া,sad,test
ওরা কুকুর নামের মানুষ। এদের,angry,test
বাংলাদেশ ২য় পাকিস্তান হবার পথে মাএ ১ পা দূরে!!,fear,test
তোর বোনরে খামু ।।।।ans:balo kam to,angry,test
মালু রা তো কম জালাচ্ছে না মুসলিমদের।এদের কি করবেন ইমরান ভাই,angry,test
প্রধানমন্ত্রীর অনুভুতি অনেক বেশিই কিনা তাই,sad,test
এত দিন পর,sad,test
অপরাধীদের চিহ্নিত করে উপযুক্ত বিচারের আওতায় আনা হোক।,angry,test
বাংলাদেশ ইসলামি রাষ্ট্র এখানে আবার পূজা কি পতিমা কি বাংলে কি হবে।,sad,test
ইমরান তুই জারজ,angry,test
হালায় পাগলা,angry,test
আরো ভাংগা দরকার,angry,test
Good হিন্দু তারাও,sad,test
তোরে পাইলে লেকের পানিতে চুবাইয়া মাড়তাম হারাম জাদা,angry,test
রাজা কারের বাচ্ছা তর নিজেরই ত এদেশে থাকার অধিকার নাই।,angry,test
খুব খারাপ,sad,test
দালাল ইমরান সরকারের,angry,test
একেবারে ফালতু????,angry,test
এতে কোন জবা নাই,sad,test
লজ্জা,sad,test
তাকে ধরে রিমান্ড দিলে সবাহির হবে কে করছে এই কাজ।,sad,test
তোমরা ভাইংগা ইস্যু বানাতে চাও।,angry,test
"প্রথম কথা হলো বাংলা নববর্ষ পালনের সাথে হিন্দুস্থানের সম্পর্ক কি? হিন্দুস্থানে কি বাংলা নববর্ষ পালিত হয়? বাংলাদেশ টা কষ্টে অর্জিত সত্যি কথা।এই কষ্টটা বাংলার হিন্দু, মুসলিম,বৌদ্ধ,খৃষ্টান সবাই করেছিল।কিন্তু আজ কি হচ্ছে প্রতিদিন কোথাও না কোথাও ধর্মীয় সংখ্যালগুদের নির্যাতন করা হচ্ছে,তাদের মন্দিরে প্রতিনয়ত হামলা হচ্ছে।তুমি চাইলে প্রতিদিনের নিউজ লিংক দিব।তার কোনটার বিচার হচ্ছে?বরং তোমার মতো যারা মডারেট, এসব নিউজ শেয়ার করলে আমরা হয়ে যাই সাম্প্রদায়িক। ৭% আছি আরতো মাত্র কয়েকটা বছর ধর্মীয় সংখ্যালগু এদেশে হারিকেন দিয়ে খুজেও পাবে না।বিবিসি র নিউজ দেখ কারা কি করতে চাচ্ছে? ধর্মীয় সংখ্যালগু শেষ হলে মডারেট দের পালা।",sad,test
এটা আপনার ভুল ধারনা। আর দেশে শুধু সংখা লঘুরা নিরযাতিত হচ্ছে আপনাকে কে বলল ? এ দেশের অনেকেই এক শ্রেনীর মানুষ নাম ধারি পশু ধারা নির্যাতিত। হোক সে যে ধর্মের ই লোক।,angry,test
গতকাল নববর্ষের বিষয় শেয়ার করেছি সেটা দেখে নিন কিভাবে হিন্দু মুসলিম সম্মিলিত রুপে বাংলা সন তৈরি করেছিল। আমার সেটা পালন করলাম শান্তি পূর্ন ভাবে এ ব্যাপারে কোন কথা আপনার ইমরান ভাই বলছে। বলবে না কারন ক্ষমতার তার বড্ড লোভ।,disgust,test
"ইমরান এইচ সরকার নববর্ষের বিষয়ে যে পোষ্ট গুলো শেয়ার করেছে তা দেখলে তোমার ভুল ভাঙ্গবে আশা করি।হ্যা নির্যাতিত কিছু মানুষ সবসময়ই হয়,সারা বিশ্বেই হয়।সেটা ভিন্ন বিষয়।কিন্তু যখন বৌদ্ধদের হাজার বছরের ঐতিহ্য বৌদ্ধ মন্দিরটি ধ্বংস করলো আওয়ামীলীগ, বিএনপি,জামাত সম্মিলিত ভাবে।তার কি বিচার সরকার করলো? এটা কি আর দশটা সাধারন নির্যাতনের মতো তোমার মনে হচ্ছে?",sad,test
সাইদীর বিচার করলো আদালত তার জন্য হিন্দুদের বাড়ি কেন পোড়ানো হবে?,sad,test
"আগে মনে করতাম আওয়ামীলীগ ক্ষমতায় থাকলে এদেশে সংখ্যালগুরা ভাল থাকে,এবার এই ভুলটা ভাঙ্গল।",disgust,test
Pritom Dash সারা জিবন আওয়ামি লীগ করে এখন এই কথা । এখন ও আওয়ামী লীগের একটি সংগঠনের পদে আপনি থেকে এ কথা কি করে বলেন। পারলে দলীয় পদ থেকে পদত্যাগ করে প্রতিবাদ করুন। আর ইমরান এইচ সরকার সম্পর্কে ও আপনার ধারনা একদিন ভুল প্রমানিত হবে।,disgust,test
"কি করবো ভাতিজা এখন তো অস্তিত্বের বিষয়,জীবন মরন সমস্যা।চারদিকে যা দেখছি তাতে আশাহত হচ্ছি।",sad,test
এতো দেখছি মায়ের চেয়ে মাসির দরদ বেশি ।,disgust,test
ধর্ম যারযার দেশটা সবার :),sad,test
"কই মুয়াজ্জিন রে নিয়ে ত এক্টাও স্টাটাস দেন নি, তবে আজ কেন?",disgust,test
আমিও নিন্দা জানাই ।,sad,test
এই গোরু ছাগল মুয়াজ্জিন আর তগে পুতুল এক হইলো নাকি?????????????,disgust,test
প্রতিবাদ করি ।,sad,test
মোফার ছোট ভাই ইমরান,disgust,test
সনাতন ধম,disgust,test
ভাই প্রতিমা গুলোতে হয়তো বাশের বদলে পাটকাঠি দেওয়া হয়েছিল তাই ভেঙে গেছে।,fear,test
কাজটা অত্যান্ত নিন্দনীয় এব; অপরাধ।,sad,test
অনুভুতি সে ত বরই দামি।।সে টা ত সবার জন্য নয়।।সীমিত গুটি কয়েক এর জন্য নয়।।,sad,test
তুর মাথা ও কাটলে খুসি হব,fear,test
মন্দির ভাং গার আগে বাংলাদেশে যত মাজার আছে সব ভেংগে ফেলা দরকার।,sad,test
এটা সত্যিই দু;খজনক!,sad,test
আমরা বিচার চাই,sad,test
খুব খারাপ কথা,sad,test
বিচার চাই,sad,test
"এ দেশ গেছে,,,,মগজধোলাই মগজধোলাই, সব শেষ করে দেবে।",sad,test
বগমান ইনতেকাল করেছে,sad,test
নিশ্চয় জামাত শিবিরের কাজ- আওয়ামীলীগ।,surprise,test
অনুভুতি নাই.....,sad,test
ভগমান এর মাখা কই,sad,test
এটাই নাকি আমাদের সোনার বাংলাদেশ ৷,disgust,test
এদেশে তো হিন্দুদের কোন মূল্য নেই তাদের প্রতিমা ভাংলে কি হবে।,sad,test
ভাই এই ধম তো ভালনা,sad,test
ভাই আমরা কি মানুষ ?,surprise,test
উ‌চিত হয়‌নি ।প্রকৃত অপরা‌ধি‌কে ধর‌তে হ‌বে।,sad,test
এতে কারও ধর্মঅনুভতিতে আঘাত লাগেনা !,disgust,test
তোরতো লজ্জা নাই।,disgust,test
প্রসাশন নিজেই অন্ধ,sad,test
ভাই খুব খারাপ লাগে।আপনি কিছু করেন,sad,test
EVERYTHING IS A PART OF POLITIX .YOUR POST অথবা মাথাকাটা প্রতিমা ****,sad,test
মানুষ কে বুঝাতে হবে।জোর করে কোন কিছু হয় না,disgust,test
এদের বিচার কর ভগবান,sad,test
অমানুষ,disgust,test
তুই পাগাল,disgust,test
বিশ্বকে নজর দেওয়া জন্য বলছি,disgust,test
ওরা মানুষ না,sad,test
এদেরকে কি দোষ,sad,test
কারো ধমীর্য় অনুভূতিতে আঘাত করা ঠিক না এটা অন্যায় ও পাপ,sad,test
অরা ত পশু চাইতে বাদ,sad,test
এরা আমনুষ,sad,test
সংখ্যালগু বলে,sad,test
এই গুলো রাজাকার দের কাম ।,sad,test
খুবই দুঃখ জনক,sad,test
ঘৃণা জানানোর ভাষা নেই।,sad,test
এ জাতি কখন বুঝতে,sad,test
ওই মসতিক দের শাস্তি ভয়াবহ মৃত্যু.... যুবলীগ মালেশিয়া.,sad,test
বন্ড,disgust,test
খুবই দুঃখজনক। painful too...,sad,test
মা দুগহো মাদুগগো,sad,test
"নিজেরা ভাংছেন সেটা বোঝাই যাচ্ছে, এভাবেই সংঘরসো বাধে",sad,test
ভাই আমাদের কোন ধর্মীয় অনুভূতি নেই।সবই আপনাদের জন্য।,disgust,test
ধর্মঅবমাননা কারীদের স্বাস্তি ফাঁসি চাই।,sad,test
"ইমরান ভাইয়া আপনিযে নাস্তিক তা আবার প্যামান করলেন,",disgust,test
পাগল,disgust,test
এটা দুঃখের বিষয়।,sad,test
জে এটা কোরেছে এটা ঠিক করেনি,disgust,test
মাটির পুতুল বাচ্চাদের হাতে মানায়,sad,test
অপরাধির কঠিন শাস্তি চাই।,sad,test
কোথাই যাচ্ছি আমরা,disgust,test
এটার বিচার চাই।,sad,test
এগুলো অমানুষের কাজ ।,disgust,test
ভাই এর কোনো বিচার কি আছে?,sad,test
পতিমা ভাংগার বিচার চাই।,sad,test
"এরা মানুষ না কি ,",sad,test
ওরা মানুষ না,disgust,test
এটা কিন্তু টিক না,sad,test
কেন আজাইরা। তোগো মতন কিছু মানুশ আছে বলেই পৃথিবীর আজ এই অবস্থা। ভাল হ,disgust,test
একটু শালিনতা বজায় রাখুন Md Arshad ভাই।,disgust,test
ফাউল,disgust,test
এর নিন্দা জানাই।,sad,test
আরে এই পেইজ এ মানুষ লাইক দেয়।।।।। থু,disgust,test
ছাগল,disgust,test
ইসলামের নবী মহম্মদও মক্কা বিজয়ের পর কাবার 359 টা মূর্তি ভেঙেছিল.! একজন মুসলমান হিসেবে এরা নিজেদের নবীকে অনুসরণ করবে এটাই স্বাভাবিক. বিধর্মী ও অন্য ধর্মকে ঘৃণা করাই ইসলামের বুনিয়াদি শিক্ষা,fear,test
এটা কোন মানুষের কাজ নয় এরা মানুষ নামে পশু এদের বিচার ঈশ্বর এক দিন করবেই।,sad,test
যারা প্রতিমা ভাংগচুর করেছে তারা কোন ধর্ম কেই বিস্বাস করে না প্রতিমা ভাংগা কোন ধর্ম সাপোর্ট করে না।,sad,test
এদেশে থাকার কোনো পরিবেশ নেই হিনদু নির্যাতণের বিচার নেই এটাই বাংলাদেশ,fear,test
এটা কোন মানুষের কাজ নয় এরা মানুষ নামে পশু এদের বিচার ঈশবর,sad,test
আওয়ামী লীগ কৌশলে দেশে অরাজকতা তৈরীর পাঁয়তারা করছে .......,fear,test
দেশে সাম্প্রদায়িক সম্প্রিতিতে বাচঁতে চাই।,sad,test
না,sad,test
